PCA,LDA,isomap_n_2,isomap_n_5,isomap_n_10,isomap_n_20,isomap_n_50,tsne_p_10,tsne_p_25,tsne_p_50,tsne_p_100,umap_n_5_d_0.05,umap_n_5_d_0.2,umap_n_5_d_0.5,umap_n_5_d_0.8,umap_n_20_d_0.05,umap_n_20_d_0.2,umap_n_20_d_0.5,umap_n_20_d_0.8,umap_n_80_d_0.05,umap_n_80_d_0.2,umap_n_80_d_0.5,umap_n_80_d_0.8,umap_n_320_d_0.05,umap_n_320_d_0.2,umap_n_320_d_0.5,umap_n_320_d_0.8
0.3810940800019358,0.7760746961751683,0.3832816242928966,0.3774094163960234,0.41213253838672814,0.35070713242889895,0.39940407669147515,0.3990737759999162,0.41274734412715014,0.4436311656887491,0.4252977587200605,0.4455015060804697,0.4184966189556597,0.4058840220447258,0.3711801114871084,0.4237960223802795,0.42130186573284367,0.42410742355500525,0.4484136087127535,0.44772056975441893,0.47303078722057174,0.44397238801342925,0.46361018329651416,0.4369871544708405,0.4378549960673312,0.4573383548196877,0.4096420358139999
0.37896657917186644,0.8091291818464414,0.38033668567103335,0.3794222504346714,0.4105412361646996,0.3549803125660344,0.38325069982146626,0.41685656546884375,0.4153981518097732,0.4339915205850927,0.4250294026367646,0.4216588231783412,0.4139984281169746,0.35331077812283207,0.38530720527270323,0.39540869091597247,0.39616781444316473,0.40859480619951966,0.4439435807296415,0.4489369032363742,0.4828931002529062,0.4528153850763107,0.4848245963464537,0.420949301447677,0.45549439606525494,0.455158766683866,0.4226572035199423
0.3833978799185405,0.8701824013659081,0.4174785530570876,0.4179298854018437,0.46141292819393226,0.4336722591955523,0.38951014121332994,0.453970680126882,0.4078158878607948,0.44825641328736054,0.4739439726030409,0.4607905923284609,0.46544906311814926,0.40919127308729886,0.37171925632260494,0.4415634299113146,0.4471355164776277,0.44724446596231726,0.4519362573993561,0.42603692741548455,0.482168993184518,0.48619621956073483,0.4767420363445093,0.4495556976284069,0.45818986209669843,0.46902566173496385,0.4226865537872799
0.4594646413254974,0.868798063813321,0.4266226135496707,0.491290939449479,0.5247526544847683,0.457828679946802,0.46968637830868676,0.42426688134386226,0.4425781031150439,0.4741385673081659,0.4876958685130058,0.4585676520267996,0.5038816849921098,0.44004565627576914,0.4038701926042041,0.4871555104357531,0.4561196051986897,0.4701957310463943,0.4448816573572496,0.4440692906458076,0.5444735539611298,0.5108513958174483,0.5088290274043465,0.44254347764342905,0.4589805306571259,0.46435782508432544,0.4379851201798262
0.5230355254767494,0.874119940918682,0.48142593596772104,0.5162681003880244,0.5426106044005278,0.4823136119787457,0.5028443577687327,0.43337783615550973,0.4926237029416171,0.505190821103555,0.456591551494942,0.4491201435841291,0.5101328663064357,0.44545452618810355,0.46616359697655885,0.5205393610548648,0.5013133348206045,0.4614405265907913,0.4599150034207556,0.4865985956280343,0.5364442563268462,0.5156678489199582,0.5308888442999588,0.4744043225658886,0.47440267637576605,0.5257788268258663,0.46656716507089735
0.5580010420053102,0.8529138198694775,0.472702905420868,0.5620505193682519,0.5255327981501484,0.5717935423951703,0.519620038694322,0.48149287294843574,0.5062722132464237,0.5347570523804556,0.4580348394956256,0.5504956527189775,0.5290459461243632,0.4827020215423289,0.4616301752821662,0.5799568443020922,0.5304678995811343,0.5568171913927855,0.524686978801898,0.4933831632832647,0.549446220377126,0.5526244252444156,0.5483182978087898,0.5070303547792175,0.5025369317462582,0.5418184846164372,0.5090428479398501
0.5968418083874749,0.8406456337172683,0.4824263504771607,0.5709414308375134,0.5642384077369897,0.6033879672659206,0.5853614741365021,0.504668174836603,0.5071373795816422,0.5525731747475218,0.544805979505466,0.5882692592891694,0.5629150427662208,0.5548460957720117,0.5321321588779362,0.5928711851551173,0.5857908252483176,0.5956529800079521,0.5721717184744526,0.50968513231454,0.605415955765366,0.5557771923079615,0.585321443782733,0.5219275000677945,0.5508336655618477,0.5242462269537519,0.5183235418526444
